SDAccel Profile Summary
Generated on: 2020-08-06 16:14:51
Msec since Epoch: 1596730491361
Profiled application: wga
Target platform: Xilinx
Tool version: 2017.4
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,6810.55,6810.55,6810.55,6810.55,
clEnqueueReadBuffer,25248,2313.42,0.08334,0.0916279,0.261596,
clFinish,12637,1452.63,0.075164,0.114951,8.21406,
clSetKernelArg,290599,1021.09,0.003159,0.00351373,0.074038,
clEnqueueWriteBuffer,86,679.149,0.043793,7.89709,36.8852,
clEnqueueTask,12637,494.216,0.033678,0.0391087,0.510179,
clCreateBuffer,34,424.121,0.020092,12.4742,23.4862,
clReleaseMemObject,34,113.686,0.003196,3.34369,7.02139,
clWaitForEvents,25334,97.5535,0.003394,0.0038507,0.026035,
clReleaseKernel,5,11.3367,0.004702,2.26734,10.7832,
clCreateKernel,5,0.049954,0.006486,0.0099908,0.020412,
clGetPlatformIDs,1,0.04635,0.04635,0.04635,0.04635,
clReleaseCommandQueue,5,0.044074,0.003351,0.0088148,0.030204,
clCreateCommandQueue,5,0.026248,0.003664,0.0052496,0.010622,
clCreateContext,1,0.011582,0.011582,0.011582,0.011582,
clGetPlatformInfo,1,0.009548,0.009548,0.009548,0.009548,
clBuildProgram,1,0.009038,0.009038,0.009038,0.009038,
clGetDeviceIDs,1,0.009018,0.009018,0.009018,0.009018,
clGetDeviceInfo,1,0.006189,0.006189,0.006189,0.006189,
clReleaseProgram,1,0.00517,0.00517,0.00517,0.00517,
clReleaseContext,1,0.004158,0.004158,0.004158,0.004158,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
BSW_bank0,26,3.94377,0.096044,0.151684,0.332675,
GACTX_bank3,12611,1551.11,0.08367,0.122997,0.202399,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,BSW_bank0_1,BSW_bank0,1:1:1,1:1:1,26,2.75822,0.059112,0.106085,0.186219,110,
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,GACTX_bank3_1,GACTX_bank3,1:1:1,1:1:1,12611,1088.81,0.051465,0.0863382,0.134607,110,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,25248,1300.294318,13.544732,69.6511,1352.425530,0.053566,
context0:1,WRITE,52,9600.000000,100.000000,16953.7,91.832327,1.766006,


Data Transfer: Kernels and Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,DDR Bank,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels and Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Transfer Rate (MB/s),Average Bandwidth Utilization (%),
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,Kernels,0,0,0,0,0,0,0,0,


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
